date,close,high,low,open,volume,trend,rsi,rsi_fast_k,rsi_fast_d,williams_r,macd,macd_signal,macd_hist,ma_20,ma_50,ma_65,ma_200,bb_upp,bb_mid,bb_low,ppo,mom,roc,ema_20,ema_50,ema_65,ema_200
2012-09-26,143.295,144.11,142.95,144.065,146502136,,54.995303907514526,0.0,1.3618735768735254e-14,-93.31395348837215,1.0634408891761495,1.3367662860325065,-0.27332539685635693,144.226,,,,147.61191800508854,145.12399999999997,142.6360819949114,1.4386170275933374,-1.0949999999999989,-0.7583627675046722,144.32054812164438,,,
2012-09-27,144.64,144.97,143.51,143.89,111830276,,59.57063771544985,39.049682445199835,13.016560815066626,-67.24806201550408,0.9629308305624704,1.2619991949384992,-0.2990683643760288,144.3825,,,,146.6281345104178,144.70999999999995,142.7918654895821,1.4027569784316392,-1.950000000000017,-1.330240807694938,144.3509721100592,,,
2012-09-28,143.97,144.56,143.46,144.09,150696066,,56.55575337133505,19.655937511430604,19.568539985543495,-80.23255813953479,0.8197627694769665,1.1735519098461926,-0.35378914036922615,144.55649999999997,,,,145.89947124855965,144.32999999999996,142.76052875144026,1.3200936089886,-3.2700000000000102,-2.220863895680525,144.3146890519583,,,
2012-10-01,144.345,145.69,144.0082,144.52,135911137,,57.81364512098839,72.1457981032382,43.617139353289566,-72.9651162790697,0.7281665647008424,1.0844748408171225,-0.35630827611628013,144.71574999999999,,,,144.96979997780082,144.06999999999996,143.1702000221991,1.0904592333269443,-2.3950000000000102,-1.6321384762164493,144.31757580891465,,,
2012-10-02,144.5,145.15,143.83,144.92,113422151,,58.33848029235135,83.54226571815353,58.448000444274136,-69.96124031007744,0.6604696342956231,0.9996737995128226,-0.33920416521719954,144.88924999999998,,,,145.1150077720223,144.14999999999995,143.1849922279776,0.851220922237309,-2.1200000000000045,-1.4459146091938324,144.33494954139897,,,
2012-10-03,145.09,145.43,144.13,144.89,121283027,,60.31661710488493,100.0,85.2293546071306,-58.52713178294565,0.6469695362938523,0.9291329468690286,-0.28216341057517624,145.09824999999998,,,,145.2423321212589,144.50899999999996,143.77566787874102,0.6603369645975833,-1.6099999999999852,-1.0974778459440948,144.4068591088848,,,
2012-10-04,146.125,146.34,145.44,145.64,124311599,,63.51547296151915,100.0,94.51408857271787,-25.11792452830178,0.7115837667905112,0.8856231108533251,-0.17403934406281396,145.21599999999998,,,,146.3094546883876,144.80599999999998,143.30254531161236,0.5050370484841713,-0.585000000000008,-0.3987458250971354,144.57049157470527,,,
2012-10-05,146.14,147.16,145.7,146.91,124842048,,63.56028433619224,100.0,100.00000000000001,-24.40758293838866,0.7552948161336133,0.8595574519093827,-0.10426263577576944,145.30649999999997,,,,146.77996103849227,145.23999999999995,143.70003896150763,0.34891683653474426,0.2699999999999818,0.18509631863987686,144.71996856759048,,,
2012-10-08,145.642,146.1231,145.31,145.6,78415562,,60.944346328439494,52.74222763269685,84.24740921089897,-36.20853080568701,0.7412075207057569,0.8358874656686576,-0.09467994496290066,145.4131,,,,146.76066514264087,145.49939999999998,144.23813485735909,0.15003212000169092,-0.0030000000000143245,-0.0020598029455309863,144.8077810849628,,,
2012-10-09,144.2,145.65,144.15,145.53,148872811,,54.15132446729767,0.0,50.91407587756564,-70.30878859857488,0.6066923174992382,0.7900484360347737,-0.18335611853553546,145.42759999999998,,,,146.89820148068242,145.43939999999998,143.98059851931754,-0.026889629312472255,0.09999999999999432,0.0693962526023606,144.7498971721092,,,
2012-10-10,143.28,144.32,143.09,144.18,124247412,,50.380058046731605,0.0,17.580742544232304,-92.16152019002347,0.42099872732319454,0.7162384942924579,-0.29523976696926335,145.3721,142.90952000000001,,,147.36577675221292,145.07739999999995,142.789023247787,-0.22256502688322044,-0.014999999999986358,-0.01046791583794171,144.60990696524166,142.90952000000001,,
2012-10-11,143.36,144.49,143.327,144.28,123601455,,50.69436446262303,2.781967801576548,0.927322600525535,-90.26128266033196,0.27709635636105645,0.6284100667061776,-0.35131371034512116,145.2106,143.02492,,,146.86854798168946,144.52439999999996,142.18025201831045,-0.329915588002017,-1.2799999999999727,-0.8849557522123686,144.4908682066472,142.92718588235294,,
2012-10-12,142.89,143.95,142.58,143.46,124181900,,48.783396973017304,0.0,0.927322600525535,-93.23144104803548,0.12370166279973205,0.5274683859248885,-0.4037667231251565,144.99309999999997,143.14992,,,145.8375377333351,143.87439999999998,141.91126226666486,-0.32992628495548987,-1.0800000000000125,-0.7501562825588781,144.3384045679189,142.92572761245674,,
2012-10-15,144.08,144.23,142.77,143.23,107689051,,53.45916820791776,100.00000000000001,34.26065593385887,-67.24890829694311,0.09703970445053756,0.44138264963001833,-0.3443429451794808,144.86009999999996,143.24454,,,144.56091140752957,143.56199999999995,142.56308859247034,-0.35550360756169136,-0.26499999999998636,-0.18358793169142018,144.31379460906948,142.97099319628197,,
2012-10-16,145.54,145.64,144.66,144.76,108815410,,58.36773609296246,100.0,66.66666666666669,-35.37117903930153,0.19151207663335867,0.3914085350306864,-0.19989645839732773,144.80609999999996,143.36294,,,145.70480132282347,143.82999999999998,141.9551986771765,-0.31894408367907245,1.039999999999992,0.7197231833909967,144.4305760748724,143.07173856113366,,
2012-10-17,146.2,146.32,145.42,145.64,128834057,,60.357271503637236,100.0,100.00000000000001,-20.96069868995658,0.315995991287906,0.3763260262821303,-0.06033003499422429,144.78109999999998,143.48054,,,146.94425216135315,144.414,141.88374783864683,-0.27293148223412556,1.1099999999999852,0.7650423874836276,144.59909263917027,143.19441548030488,,
2012-10-18,145.82,146.52,145.33,145.82,148108412,,58.65837193459442,86.28526147293285,95.42842049097764,-29.257641921397557,0.3796116396208049,0.37698314894986523,0.002628490670939676,144.73659999999998,143.58714,,,147.38120827406658,144.906,142.43079172593343,-0.23495063921964662,-0.3050000000000068,-0.2087254063302013,144.71536953067786,143.29737957911647,,
2012-10-19,143.3896,145.56,143.05,145.55,185645112,,49.3134794634899,0.0,62.09508715764431,-82.32314410480367,0.23124883829049736,0.34783628681799167,-0.11658744852749431,144.61257999999998,143.64273200000002,,,147.16806947272752,145.00592,142.84377052727248,-0.24797561852464572,-2.750399999999985,-1.8820309292459148,144.5891057658514,143.30099606620993,,
2012-10-22,143.41,143.67,142.28,143.15,125578601,,49.38472451651519,0.7098850070822504,28.998382160005054,-76.84426229508203,0.11400221231048135,0.3010694719164896,-0.18706725960600823,144.50082999999998,143.694132,,,147.31216027145342,144.87192,142.43167972854656,-0.30269516289945364,-2.2319999999999993,-1.53252495845978,144.47680997862744,143.30527073028014,,
2012-10-23,141.42,142.06,140.83,141.86,192056293,,43.15595488718684,0.0,0.2366283356941068,-90.67930489731475,-0.13790328909621508,0.21327491971394863,-0.3511782088101637,144.36683,143.707132,,,147.5713281827747,144.04791999999998,140.52451181722526,-0.4335161599867795,-2.780000000000001,-1.92787794729542,144.18568521875815,143.23133854477896,,
2012-10-24,141.02,142.1,140.8,141.93,120179305,,42.034205638048164,0.0,0.2366283356941068,-96.54088050314466,-0.36560243362742995,0.09749944904567291,-0.46310188267310287,144.25307999999998,143.711732,,,146.4398497225063,143.01191999999998,139.58399027749365,-0.5516465686280909,-2.259999999999991,-1.577331099944157,143.88419138840024,143.14461938616017,,
2012-10-25,141.43,142.28,140.57,142.02,134457331,,43.615508246217075,26.101950514391014,8.700650171463694,-85.54621848739477,-0.507126237079234,-0.02342568817930847,-0.48370054889992553,144.09257999999997,143.72133200000002,,,144.22219494895336,142.13392,140.04564505104662,-0.5719215103657838,-1.9300000000000068,-1.3462611607142905,143.65045887521927,143.0773794102323,,
2012-10-26,141.35,141.84,140.39,141.3,146023428,,43.37248933580858,22.729378175247707,16.27710956321293,-84.3393148450244,-0.6186092598738924,-0.14246240251822526,-0.4761468573556671,143.96157999999997,143.70853200000002,,,143.4364198315062,141.726,140.01558016849378,-0.5412902205739005,-1.539999999999992,-1.0777521170130866,143.4313675537698,143.0096390412036,,
2012-10-31,141.35,142.03,140.68,141.85,103438492,,43.372489335808574,87.07923249918124,45.30352039627335,-84.3393148450244,-0.6989038303269695,-0.2537506880799741,-0.44515314224699537,143.81183,143.69193200000004,,,141.61562228030715,141.31400000000002,141.0123777196929,-0.5375348762486245,-2.730000000000018,-1.894780677401453,143.2331420724584,142.94455515723482,,
2012-11-01,142.83,143.01,141.52,141.65,100995566,143.89625229565215,49.177219918600365,100.0,69.93620355814302,-60.19575856443692,-0.6357852877437438,-0.33015760801272803,-0.30562767973101573,143.72832999999997,143.70473200000004,,,142.86189731020244,141.59600000000003,140.33010268979763,-0.46613688349129756,-2.7099999999999795,-1.8620310567541432,143.19474758936713,142.94006279812757,,
2012-11-02,141.56,143.72,141.41,143.68,137702120,143.809067561204,45.00968742936088,36.48505791469542,74.52143013795892,-80.9135399673734,-0.6803985630675129,-0.400205799023685,-0.28019276404382787,143.55182999999997,143.70073200000004,142.94039384615385,,142.8404224566431,141.70400000000004,140.56757754335698,-0.5445938461012346,-4.639999999999986,-3.1737346101231134,143.03905734276074,142.88594268839708,142.94039384615385,
2012-11-05,141.8486,142.17,140.93,141.35,98378432,143.73072484384983,46.102270560699395,54.91148769269339,63.79884853579629,-76.20554649265885,-0.6845759319044475,-0.4570798255998375,-0.22749610630461004,143.33800999999997,143.70130400000005,143.00591076923078,,142.89229520086403,141.78772000000004,140.68314479913604,-0.7201963868399882,-3.9713999999999885,-2.7234947195172055,142.925680452974,142.84526258296975,142.9073091841492,
2012-11-06,142.96,143.52,142.13,142.28,107068091,143.68105027464387,50.119696252998715,100.0,63.79884853579629,-58.07504078303407,-0.591388674646737,-0.4839415954092174,-0.10744707923751956,143.17900999999998,143.74720400000007,143.10314153846153,,143.4331487492585,142.10972000000004,140.78629125074158,-0.8635401836290437,-0.42959999999999354,-0.29960331851124344,142.9289489812622,142.84976208951997,142.9089058755386,
2012-11-07,139.72,141.68,139.06,141.66,264304430,143.57405068376065,40.78974481111841,0.0,51.637162564231154,-91.15281501340488,-0.7701007816425829,-0.5411734326558905,-0.22892734898669242,142.88290999999998,143.71140400000004,143.1088492307692,,144.11464887372568,141.78372000000005,139.4527911262744,-1.1049496659095706,-3.6899999999999977,-2.5730423261976165,142.62333479257057,142.7270263213035,142.81227236415864,
2012-11-08,138.04,140.41,137.93,139.7,181517243,143.3862830005698,37.02758683126161,0.0,33.333333333333364,-98.7194412107103,-1.0353584064211532,-0.640010427408943,-0.3953479790122102,142.57491,143.64140400000005,143.08454153846154,,144.3040476864592,140.82572000000002,137.34739231354084,-1.2487902863646894,-3.3799999999999955,-2.3900438410408675,142.18682671708765,142.54322136752688,142.66765805009322,
2012-11-09,138.16,139.44,137.55,137.62,201055214,143.14545682507122,37.461280799180884,3.708632042484918,1.2362106808283344,-92.38451935081166,-1.2218097260463026,-0.7563702871364149,-0.4654394389098877,142.31890999999996,143.57660400000006,143.05131076923075,,144.08306432001956,140.14572,136.20837567998046,-1.386384382151775,-2.8600000000000136,-2.0280811232449403,141.80331941069835,142.37133033350622,142.53106235160556,
2012-11-12,138.265,138.81,137.96,138.59,97677409,142.79772887179485,37.85548414151559,7.141771646585964,3.6168012296903225,-88.41166936790962,-1.345589993831851,-0.8742142284755021,-0.47137576535634884,142.06415999999996,143.51170400000007,143.01708,,143.16501070662414,139.429,135.69298929337586,-1.3892267867072936,-3.1650000000000205,-2.237856183270892,141.46633660967944,142.21029777140794,142.40178773489023,
2012-11-13,137.79,139.25,137.36,137.54,123018209,142.40597957391304,36.75232826755359,0.0,3.6168012296903225,-93.23899371069216,-1.4651262151016624,-0.9923966258007342,-0.47272958930092823,141.80915999999996,143.45770400000006,142.97369538461538,,139.75729218599326,138.39499999999998,137.0327078140067,-1.3562452863937395,-3.5600000000000023,-2.518570923240182,141.1162093135195,142.03695276076448,142.2620365914087,
2012-11-14,135.9299,138.43,135.62,138.21,191504916,142.03188094492754,32.81096748229652,0.0,2.3805905488620165,-96.17407407407408,-1.690467400254903,-1.132010780691568,-0.5584566195633349,141.40165499999995,143.35310200000006,142.89815538461536,,139.37316464640932,137.63697999999997,135.9007953535906,-1.406232142180299,-5.420099999999991,-3.834524230633174,140.62227509318433,141.79746049563647,142.07015366439632,
2012-11-15,135.7,136.4901,135.18,135.98,178128354,141.64427540843212,32.359483867514555,0.0,2.842170943040401e-14,-93.91100702576134,-1.8660917772239145,-1.2788269799980374,-0.5872647972258771,140.90965499999996,143.24650200000008,142.82015538461536,,139.4072414338839,137.16897999999998,134.93071856611604,-1.4724944186219995,-7.130000000000024,-4.991948470209351,140.15348698907152,141.55834439776837,141.87711870486916,
2012-11-16,136.37,136.64,134.7,135.9,239483819,141.27712567193674,35.09907692519331,61.30487806184499,20.434959353948358,-81.4855875831484,-1.928975926960618,-1.4088567693905536,-0.5201191575700643,140.41815499999996,143.15570200000008,142.75215538461538,,138.86576878876275,136.81097999999997,134.7561912112372,-1.5562052645499993,-5.189999999999998,-3.66628991240463,139.79315489487425,141.35487991158138,141.71023631987313,
2012-11-19,139.13,139.15,136.4057,137.9,151495731,140.83650134669676,44.79460256240882,100.0,53.76829268728169,-50.886917960088674,-1.7360905636265898,-1.4743035282377608,-0.26178703538882897,140.08365499999996,143.06290200000007,142.72415538461533,,139.57500000116596,136.98397999999997,134.392959998834,-1.663336524539633,-2.7186000000000092,-1.9165504629583996,139.7299972858386,141.26762971897034,141.63204734048304,
2012-11-20,139.19,139.42,138.08,138.91,119807381,140.4326629220779,44.982680768391226,100.0,87.10162602061503,-50.22172949002213,-1.560398719833529,-1.4915225665569145,-0.06887615327661445,139.87367499999996,142.96010200000006,142.68107846153842,,140.39020287215845,137.26398,134.13775712784155,-1.6915561753343442,-3.7700000000000102,-2.637101287073318,139.6785689729016,141.1861540437166,141.55804590592294,
2012-11-21,139.45,139.57,139.03,139.31,81710736,140.04534058441556,45.82457541638184,100.0,100.00000000000004,-47.339246119733986,-1.3842253525331785,-1.4700631237521673,0.08583777121898883,139.67567499999996,142.87890200000004,142.63907846153845,,141.1601503724026,137.968,134.77584962759738,-1.7411241558499275,-0.27000000000001023,-0.1932436301173901,139.6568004992919,141.118069571414,141.49416572695557,
2012-11-23,141.35,141.4,140.04,140.13,65409145,139.78709866541354,51.53000025658331,100.0,100.00000000000004,-24.603174603174722,-1.078856186100893,-1.3918217362219125,0.31296555012101956,139.67217499999995,142.82770200000007,142.62615538461534,,142.27880241449196,139.09799999999998,135.917197585508,-1.763147027939602,3.3100000000000023,2.3978556940017492,139.81805759459743,141.12716488233895,141.48979706856298,
2012-11-26,141.05,141.3563,140.19,140.65,100124325,139.65211078947365,50.643551034049224,85.81913973354916,95.27304657784975,-28.004535147392208,-0.8512438057211682,-1.2837061501217637,0.4324623444005955,139.67367499999995,142.76090200000007,142.61523230769225,,141.95955862026278,140.03399999999996,138.10844137973714,-1.5636112160054387,2.890000000000015,2.091777649102511,139.93538544273102,141.12413880852174,141.47646988466713,
2012-11-27,140.33,141.39,140.24,140.91,128646177,139.53270814327485,48.53429136677646,50.711819148341164,78.84365296063014,-19.34097421203425,-0.7206501309995019,-1.1710949462973113,0.45044481529780933,139.61867499999997,142.63570200000007,142.5923092307692,,141.97508671150453,140.27399999999997,138.5729132884954,-1.2692761753653259,2.065000000000026,1.4935088417170173,139.97296778151855,141.09299611014833,141.44172837301053,
2012-11-28,141.46,141.54,139.0,139.76,177086443,139.444340497076,51.84748783428807,100.0,78.84365296063014,-1.1695906432746206,-0.5199781621320767,-1.0408715894642644,0.5208934273321877,139.62417499999998,142.52010200000007,142.60453999999993,,142.22948726270187,140.72799999999998,139.2265127372981,-0.9549765508498689,3.670000000000016,2.663473401553107,140.1145898975644,141.10738841955427,141.44228205867688,
2012-11-29,142.12,142.51,141.37,141.99,151085880,139.4009653508772,53.68078273807251,100.0,83.57060638278041,-4.993597951344254,-0.30418128439114867,-0.8935335284496413,0.5893522440584926,139.66267499999998,142.42770200000007,142.61392461538455,,142.42705107186845,141.26199999999997,140.0969489281315,-0.6912005502802996,6.190100000000001,4.553891380777886,140.3055813358916,141.14709867761096,141.4628189659897,
2012-11-30,142.155,142.42,141.66,142.14,136568288,139.3863922222222,53.77901476008273,99.99999999999999,100.00000000000001,-4.5454545454544135,-0.12885118035606524,-0.7405970588309261,0.6117458784748608,139.62892499999998,142.33840200000006,142.6233861538461,,142.7961074248248,141.42299999999994,140.04989257517508,-0.3972991603327051,6.4550000000000125,4.7568165070007495,140.48171644675907,141.18662421966542,141.48379414883848,
2012-12-03,141.45,142.92,141.34,142.8,124656283,139.35655444444444,51.4648205530849,50.27763046048958,83.42587682016321,-17.883211678832104,-0.04625521644985042,-0.601728690354711,0.5554734739048606,139.62342499999997,142.23340200000007,142.62415538461534,,142.82553695601723,141.503,140.18046304398274,-0.06972343236787328,5.079999999999984,3.7251594925570064,140.5739339280201,141.19695268163932,141.48277008372216,
2012-12-04,141.25,141.87,140.87,141.44,127622507,139.37190333333334,50.81188615291563,0.0,50.092543486829875,-20.316301703162868,0.0030294301028845894,-0.4807770662631919,0.4838064963660765,139.593495,142.12420200000005,142.62015538461534,,142.4380952004082,141.68699999999995,140.9359047995917,0.2541202797858811,2.1200000000000045,1.5237547617336311,140.63832117297056,141.19903296863384,141.4757164448215,
2012-12-05,141.5,142.16,140.37,141.37,147300444,139.45921666666663,51.61952211533875,25.78667219063654,25.354767550375396,-17.274939172749242,0.061551253697160746,-0.37231140227112136,0.4338626559682821,139.52049499999998,142.03680200000005,142.6356938461538,,142.43705121121081,141.69499999999996,140.95294878878912,0.5573571449719089,2.3100000000000023,1.659601982901071,140.72038582316384,141.21083559731488,141.47645231012993,
2012-12-06,141.98,142.04,141.16,141.37,103220533,139.61038333333332,53.17343062266474,75.34268811902338,33.709786769886655,-11.435523114355204,0.14499084479012936,-0.26885095285887123,0.4138417976490006,139.63349499999998,141.96350200000003,142.64830923076917,,142.3510935608864,141.66699999999997,140.98290643911355,0.7094730439909628,2.530000000000001,1.8142703477949107,140.84034907810062,141.2409989072241,141.49171133103508,
2012-12-07,142.415,142.69,141.67,142.53,108726325,139.81321666666665,54.565514237610245,100.0,67.04312010321999,-7.752175982070156,0.24341228117589253,-0.16639830605191847,0.409810587227811,139.85224499999998,141.92980200000002,142.6696169230769,,142.56413667536688,141.71899999999997,140.87386332463305,0.8717929789767795,1.0649999999999977,0.7534488857446009,140.99031583256723,141.28703816576433,141.51968977554915,
2012-12-10,142.473,142.81,142.15,142.21,98840667,140.04811666666666,54.75429834856305,100.0,91.78089603967447,-9.235537190082162,0.3223759446556187,-0.06864345591041103,0.39101940056602974,140.067895,141.91336200000003,142.69366307692303,,142.8950604264174,141.92359999999994,140.95213957358249,1.0614366679095188,1.4230000000000018,1.00886210563631,141.1315238485132,141.33354647298927,141.54857796416889,
2012-12-11,143.44,144.11,142.99,143.06,152570378,140.36039111111108,57.829433003623855,100.0,100.00000000000001,-13.111545988258593,0.45770786396701624,0.036626808065074415,0.42108105590194184,140.326645,141.889362,142.6885861538461,,143.64726907098145,142.36159999999995,141.07593092901845,1.1335353983391745,3.109999999999985,2.216204660443233,141.35137872008337,141.41615249365637,141.6058937834365,
